"","word","freq"
"lulalulanojn","lulalulanojn",31
"lulinha","lulinha",31
"nenhum","nenhum",31
"passando","passando",31
"atual","atual",30
"chamar","chamar",30
"defende","defende",30
"engraçado","engraçado",30
"frente","frente",30
"globolixo","globolixo",30
"olê","olê",30
"preparado","preparado",30
"brilha","brilha",29
"cadê","cadê",29
"coisas","coisas",29
"comendo","comendo",29
"culpa","culpa",29
"dinheiro","dinheiro",29
"lado","lado",29
"nenhuma","nenhuma",29
"outros","outros",29
"plano","plano",29
"rei","rei",29
"vcs","vcs",29
"️️","️️",29
"chegou","chegou",28
"erros","erros",28
"ficou","ficou",28
"mentiras","mentiras",28
"ouvindo","ouvindo",28
"rede","rede",28
"tendo","tendo",28
"certo","certo",27
"chamou","chamou",27
"pegar","pegar",27
"pessoal","pessoal",27
"petista","petista",27
"sentir","sentir",27
"ódio","ódio",27
"achando","achando",26
"achei","achei",26
"criou","criou",26
"dados","dados",26
"felipeneto","felipeneto",26
"gigante","gigante",26
"luís","luís",26
"onde","onde",26
"palavra","palavra",26
"partido","partido",26
"passado","passado",26
"piada","piada",26
"primeira","primeira",26
"prisão","prisão",26
"propostas","propostas",26
"tbm","tbm",26
"tentando","tentando",26
"acha","acha",25
"apenas","apenas",25
"bandido","bandido",25
"cadeia","cadeia",25
"chega","chega",25
"comer","comer",25
"desemprego","desemprego",25
"entrevistado","entrevistado",25
"estrela","estrela",25
"fico","fico",25
"jnentrevistalula","jnentrevistalula",25
"jogo","jogo",25
"lavajato","lavajato",25
"logo","logo",25
"mandato","mandato",25
"mds","mds",25
"pobre","pobre",25
"poderia","poderia",25
"pois","pois",25
"realmente","realmente",25
"ruim","ruim",25
"velho","velho",25
"burro","burro",24
"deixando","deixando",24
"mente","mente",24
"moro","moro",24
"muita","muita",24
"mão","mão",24
"passar","passar",24
"perder","perder",24
"perguntar","perguntar",24
"petrobras","petrobras",24
"quiser","quiser",24
"sair","sair",24
"thiagoresiste","thiagoresiste",24
"tirar","tirar",24
"vermelho","vermelho",24
"apertar","apertar",23
"boner","boner",23
"bonito","bonito",23
"chama","chama",23
"conta","conta",23
"conversa","conversa",23
"filho","filho",23
"forte","forte",23
"jantando","jantando",23
"kkkkkkkkkkk","kkkkkkkkkkk",23
"kkkkkkkkkkkk","kkkkkkkkkkkk",23
"manda","manda",23
"minuto","minuto",23
"neles","neles",23
"olho","olho",23
"orgulho","orgulho",23
"respostas","respostas",23
"vezes","vezes",23
"único","único",23
"acredito","acredito",22
"candidatos","candidatos",22
"combate","combate",22
"cuidar","cuidar",22
"disso","disso",22
"fato","fato",22
"min","min",22
"novamente","novamente",22
"passa","passa",22
"perguntando","perguntando",22
"picanha","picanha",22
"possível","possível",22
"algo","algo",21
"amanhã","amanhã",21
"campanha","campanha",21
"consigo","consigo",21
"cuida","cuida",21
"entrar","entrar",21
"esquerda","esquerda",21
"governar","governar",21
"kkkkkkkkkk","kkkkkkkkkk",21
"mandando","mandando",21
"mto","mto",21
"público","público",21
"veio","veio",21
"vejo","vejo",21
"acaba","acaba",20
"audiência","audiência",20
"cerveja","cerveja",20
"defendendo","defendendo",20
"deixou","deixou",20
"democracia","democracia",20
"difícil","difícil",20
"estadista","estadista",20
"falta","falta",20
"fatos","fatos",20
"graças","graças",20
"incrível","incrível",20
"juro","juro",20
"lembrar","lembrar",20
"líder","líder",20
"msm","msm",20
"mulher","mulher",20
"odeia","odeia",20
"olhando","olhando",20
"preciso","preciso",20
"respeito","respeito",20
"agronegócio","agronegócio",19
"algum","algum",19
"batendo","batendo",19
"caso","caso",19
"chance","chance",19
"começa","começa",19
"defender","defender",19
"feito","feito",19
"fiz","fiz",19
"gritar","gritar",19
"juntos","juntos",19
"mandou","mandou",19
"opinião","opinião",19
"orelha","orelha",19
"papo","papo",19
"pele","pele",19
"pensei","pensei",19
"podem","podem",19
"república","república",19
"respondeu","respondeu",19
"saiu","saiu",19
"universidade","universidade",19
"apoia","apoia",18
"bolsominion","bolsominion",18
"corrupto","corrupto",18
"céu","céu",18
"entrevistando","entrevistando",18
"espero","espero",18
"federal","federal",18
"final","final",18
"flamengo","flamengo",18
"fácil","fácil",18
"ganha","ganha",18
"governos","governos",18
"hablando","hablando",18
"ladraonojn","ladraonojn",18
"lembra","lembra",18
"lixo","lixo",18
"mentira","mentira",18
"mentiroso","mentiroso",18
"mostra","mostra",18
"números","números",18
"odeio","odeio",18
"palavras","palavras",18
"rápido","rápido",18
"sabia","sabia",18
"sai","sai",18
"uns","uns",18
"viva","viva",18
"‍️","‍️",18
"agro","agro",17
"alguma","alguma",17
"atenção","atenção",17
"bota","bota",17
"brunogagliasso","brunogagliasso",17
"calma","calma",17
"direita","direita",17
"durante","durante",17
"fale","fale",17
"fdp","fdp",17
"foto","foto",17
"gomes","gomes",17
"hahaha","hahaha",17
"homi","homi",17
"impressionante","impressionante",17
"maluco","maluco",17
"maravilhoso","maravilhoso",17
"mentir","mentir",17
"muitos","muitos",17
"nível","nível",17
"outubro","outubro",17
"pano","pano",17
"parar","parar",17
"preso","preso",17
"projeto","projeto",17
"pulguinha","pulguinha",17
"rouca","rouca",17
"sala","sala",17
"tanta","tanta",17
"toma","toma",17
"venezuela","venezuela",17
"época","época",17
"…","…",17
"adianta","adianta",16
"adoro","adoro",16
"argumentos","argumentos",16
"cervejinha","cervejinha",16
"chegar","chegar",16
"churrasco","churrasco",16
"debochado","debochado",16
"direito","direito",16
"eleger","eleger",16
"empresas","empresas",16
"escutar","escutar",16
"fim","fim",16
"fogos","fogos",16
"fome","fome",16
"investir","investir",16
"levar","levar",16
"lábia","lábia",16
"mil","mil",16
"nojo","nojo",16
"olhos","olhos",16
"olá","olá",16
"panela","panela",16
"paulo","paulo",16
"paz","paz",16
"pega","pega",16
"quebrou","quebrou",16
"querer","querer",16
"real","real",16
"ricardostuckert","ricardostuckert",16
"roubar","roubar",16
"safado","safado",16
"sorriso","sorriso",16
"tal","tal",16
"tao","tao",16
"votos","votos",16
"única","única",16
"acabar","acabar",15
"aguento","aguento",15
"apoio","apoio",15
"bola","bola",15
"bolsa","bolsa",15
"bolso","bolso",15
"chorando","chorando",15
"chorar","chorar",15
"cuba","cuba",15
"cunha","cunha",15
"daqui","daqui",15
"deboche","deboche",15
"desde","desde",15
"deveria","deveria",15
"ditaduras","ditaduras",15
"faça","faça",15
"frase","frase",15
"genocida","genocida",15
"golpe","golpe",15
"hablar","hablar",15
"horas","horas",15
"jogando","jogando",15
"kimpaim","kimpaim",15
"kkkkkkkkkkkkk","kkkkkkkkkkkkk",15
"kkkkkkkkkkkkkkk","kkkkkkkkkkkkkkk",15
"livre","livre",15
"macetou","macetou",15
"mentindo","mentindo",15
"meteu","meteu",15
"ontem","ontem",15
"perguntarem","perguntarem",15
"prova","prova",15
"próximo","próximo",15
"puto","puto",15
"risadinha","risadinha",15
"segunda","segunda",15
"tema","tema",15
"ali","ali",14
"ate","ate",14
"avisa","avisa",14
"bar","bar",14
"bolsonarosp","bolsonarosp",14
"colocou","colocou",14
"debates","debates",14
"desculpa","desculpa",14
"ditadura","ditadura",14
"doido","doido",14
"duas","duas",14
"eduardo","eduardo",14
"expresidente","expresidente",14
"faculdade","faculdade",14
"faltou","faltou",14
"foge","foge",14
"irmão","irmão",14
"joga","joga",14
"lembrando","lembrando",14
"lenda","lenda",14
"maceta","maceta",14
"ministério","ministério",14
"morto","morto",14
"mínimo","mínimo",14
"painho","painho",14
"perdi","perdi",14
"perfeito","perfeito",14
"ponto","ponto",14
"torcida","torcida",14
"total","total",14
"universidades","universidades",14
"usando","usando",14
"vagabundo","vagabundo",14
"velhinho","velhinho",14
"vsf","vsf",14
"amém","amém",13
"atacando","atacando",13
"bater","bater",13
"bicho","bicho",13
"bolsonarista","bolsonarista",13
"bosta","bosta",13
"chegando","chegando",13
"cheio","cheio",13
"começando","começando",13
"corinthians","corinthians",13
"credibilidade","credibilidade",13
"dedo","dedo",13
"dms","dms",13
"dúvida","dúvida",13
"escolher","escolher",13
"esperava","esperava",13
"exemplo","exemplo",13
"fhc","fhc",13
"fizeram","fizeram",13
"inocentado","inocentado",13
"investigação","investigação",13
"jamais","jamais",13
"junto","junto",13
"memória","memória",13
"morrendo","morrendo",13
"mostrar","mostrar",13
"mudar","mudar",13
"naquele","naquele",13
"nikolasdm","nikolasdm",13
"obrigado","obrigado",13
"orçamento","orçamento",13
"panelaço","panelaço",13
"parabéns","parabéns",13
"países","países",13
"pfv","pfv",13
"preço","preço",13
"problema","problema",13
"programa","programa",13
"querem","querem",13
"querido","querido",13
"relação","relação",13
"rua","rua",13
"saco","saco",13
"saindo","saindo",13
"saúde","saúde",13
"segurança","segurança",13
"soltando","soltando",13
"tenta","tenta",13
"tipo","tipo",13
"trabalho","trabalho",13
"urna","urna",13
"vasco","vasco",13
"vice","vice",13
"vir","vir",13
"ajuda","ajuda",12
"além","além",12
"aparece","aparece",12
"bate","bate",12
"biroliro","biroliro",12
"brasileiros","brasileiros",12
"colocando","colocando",12
"condenado","condenado",12
"conseguir","conseguir",12
"crise","crise",12
"digo","digo",12
"entendi","entendi",12
"entendo","entendo",12
"entrou","entrou",12
"fabiofaria","fabiofaria",12
"falam","falam",12
"fecho","fecho",12
"fuder","fuder",12
"gado","gado",12
"geraldoalckmin","geraldoalckmin",12
"gostei","gostei",12
"gritante","gritante",12
"hablou","hablou",12
"impressão","impressão",12
"inacreditável","inacreditável",12
"inocente","inocente",12
"investigações","investigações",12
"irá","irá",12
"janela","janela",12
"jantou","jantou",12
"jornalismo","jornalismo",12
"lista","lista",12
"lula…","lula…",12
"merece","merece",12
"mesa","mesa",12
"moda","moda",12
"mídia","mídia",12
"negar","negar",12
"ngm","ngm",12
"obrigada","obrigada",12
"ole","ole",12
"oportunidade","oportunidade",12
"pegou","pegou",12
"perdendo","perdendo",12
"questão","questão",12
"rapaz","rapaz",12
"rconstantino","rconstantino",12
"responda","responda",12
"totalmente","totalmente",12
"trazer","trazer",12
"twitter","twitter",12
"uolnoticias","uolnoticias",12
"água","água",12
"ótimo","ótimo",12
"acreditar","acreditar",11
"admitir","admitir",11
"amando","amando",11
"andar","andar",11
"andreiasadi","andreiasadi",11
"apoiar","apoiar",11
"arrasa","arrasa",11
"assunto","assunto",11
"aumento","aumento",11
"bobo","bobo",11
"bolsominions","bolsominions",11
"botando","botando",11
"botar","botar",11
"brasileira","brasileira",11
"cala","cala",11
"caras","caras",11
"carisma","carisma",11
"comida","comida",11
"corte","corte",11
"dias","dias",11
"dicção","dicção",11
"dps","dps",11
"enrola","enrola",11
"errou","errou",11
"extremamente","extremamente",11
"federais","federais",11
"filhos","filhos",11
"fodase","fodase",11
"garganta","garganta",11
"geral","geral",11
"gosta","gosta",11
"imprensa","imprensa",11
"independente","independente",11
"infartar","infartar",11
"investimento","investimento",11
"jair","jair",11
"jairbolsonaro","jairbolsonaro",11
"linda","linda",11
"live","live",11
"lulaladrao","lulaladrao",11
"marreco","marreco",11
"miriamleitao","miriamleitao",11
"mito","mito",11
"moral","moral",11
"olhar","olhar",11
"opção","opção",11
"ovo","ovo",11
"pobreza","pobreza",11
"postura","postura",11
"propaganda","propaganda",11
"próprio","próprio",11
"raiva","raiva",11
"realwbonner","realwbonner",11
"respira","respira",11
"roubo","roubo",11
"sorrir","sorrir",11
"sorrisinho","sorrisinho",11
"tchutchuca","tchutchuca",11
"tentar","tentar",11
"tira","tira",11
"tom","tom",11
"várias","várias",11
"️️️","️️️",11
"abre","abre",10
"absurdo","absurdo",10
"alguns","alguns",10
"alto","alto",10
"ambiente","ambiente",10
"arrasando","arrasando",10
"bairro","bairro",10
"bolsonaristas","bolsonaristas",10
"caiu","caiu",10
"calça","calça",10
"canal","canal",10
"canalha","canalha",10
"celular","celular",10
"churrasquinho","churrasquinho",10
"conseguiu","conseguiu",10
"copa","copa",10
"criança","criança",10
"criticar","criticar",10
"destruiu","destruiu",10
"dura","dura",10
"empregos","empregos",10
"entenda","entenda",10
"entende","entende",10
"entender","entender",10
"entrevistadores","entrevistadores",10
"erro","erro",10
"esquece","esquece",10
"exatamente","exatamente",10
"explodir","explodir",10
"fascista","fascista",10
"fugindo","fugindo",10
"futebol","futebol",10
"fã","fã",10
"gol","gol",10
"gostaria","gostaria",10
"governa","governa",10
"guedes","guedes",10
"histórico","histórico",10
"ideia","ideia",10
"kkkkkkkkkkkkkkkk","kkkkkkkkkkkkkkkk",10
"legal","legal",10
"lembro","lembro",10
"leva","leva",10
"leve","leve",10
"lulanoprimeiroturno","lulanoprimeiroturno",10
"maioral","maioral",10
"mandar","mandar",10
"medidas","medidas",10
"mensalão","mensalão",10
"mentiu","mentiu",10
"mete","mete",10
"metendo","metendo",10
"ministro","ministro",10
"mulheres","mulheres",10
"nova","nova",10
"novela","novela",10
"ouvi","ouvi",10
"parecendo","parecendo",10
"parede","parede",10
"pedir","pedir",10
"pensando","pensando",10
"pensar","pensar",10
"podia","podia",10
"posso","posso",10
"prejuízo","prejuízo",10
"presente","presente",10
"pronto","pronto",10
"pública","pública",10
"qnd","qnd",10
"ricksouza","ricksouza",10
"sabendo","sabendo",10
"sente","sente",10
"situação","situação",10
"socorro","socorro",10
"urnas","urnas",10
"vasconcellos","vasconcellos",10
"vei","vei",10
"verdades","verdades",10
"visitar","visitar",10
"véi","véi",10
"últimos","últimos",10
"“lula","“lula",10
"”","”",10
"️⃣️⃣","️⃣️⃣",10
"acabando","acabando",9
"achar","achar",9
"acompanhar","acompanhar",9
"ansioso","ansioso",9
"após","após",9
"arrasou","arrasou",9
"arroz","arroz",9
"banho","banho",9
"cade","cade",9
"caindo","caindo",9
"cair","cair",9
"carai","carai",9
"caraio","caraio",9
"chapa","chapa",9
"choquei","choquei",9
"chora","chora",9
"cita","cita",9
"clara","clara",9
"claramente","claramente",9
"classe","classe",9
"comigo","comigo",9
"comparar","comparar",9
"comparação","comparação",9
"condenadas","condenadas",9
"crescer","crescer",9
"crime","crime",9
"date","date",9
"dentro","dentro",9
"dívidas","dívidas",9
"ein","ein",9
"eleitoral","eleitoral",9
"emissora","emissora",9
"energia","energia",9
"escolha","escolha",9
"escorpiano","escorpiano",9
"estado","estado",9
"estádio","estádio",9
"etc","etc",9
"fake","fake",9
"ficando","ficando",9
"fofo","fofo",9
"fogo","fogo",9
"fudido","fudido",9
"fumante","fumante",9
"fumou","fumou",9
"gerou","gerou",9
"gov","gov",9
"graça","graça",9
"hahahaha","hahahaha",9
"imagina","imagina",9
"investigar","investigar",9
"janja","janja",9
"jogar","jogar",9
"juiz","juiz",9
"kkkkkkkkkkkkkk","kkkkkkkkkkkkkk",9
"ler","ler",9
"liguei","liguei",9
"liso","liso",9
"louco","louco",9
"luladay","luladay",9
"lulaladraoseulugarenaprisao","lulaladraoseulugarenaprisao",9
"luz","luz",9
"língua","língua",9
"maiores","maiores",9
"matou","matou",9
"menor","menor",9
"mercado","mercado",9
"mostrando","mostrando",9
"motivo","motivo",9
"número","número",9
"pagar","pagar",9
"passo","passo",9
"pedindo","pedindo",9
"pena","pena",9
"perto","perto",9
"pica","pica",9
"pipoca","pipoca",9
"políticas","políticas",9
"porém","porém",9
"precisamos","precisamos",9
"prefiro","prefiro",9
"presidiário","presidiário",9
"processos","processos",9
"projetos","projetos",9
"pé","pé",9
"quebrando","quebrando",9
"relações","relações",9
"representa","representa",9
"rir","rir",9
"rouco","rouco",9
"sangue","sangue",9
"simples","simples",9
"stf","stf",9
"time","time",9
"tirando","tirando",9
"tirou","tirou",9
"trabalhando","trabalhando",9
"trabalhar","trabalhar",9
"triste","triste",9
"três","três",9
"umas","umas",9
"ué","ué",9
"via","via",9
"zero","zero",9
"️️️️","️️️️",9
"abismo","abismo",8
"acima","acima",8
"afirma","afirma",8
"aiai","aiai",8
"ajudar","ajudar",8
"alimentar","alimentar",8
"atacar","atacar",8
"base","base",8
"bolas","bolas",8
"bonitinho","bonitinho",8
"brabo","brabo",8
"capacidade","capacidade",8
"care","care",8
"cargos","cargos",8
"colo","colo",8
"combater","combater",8
"comprar","comprar",8
"concordo","concordo",8
"concorrendo","concorrendo",8
"condenação","condenação",8
"continuar","continuar",8
"contrário","contrário",8
"conversar","conversar",8
"corre","corre",8
"cria","cria",8
"crimes","crimes",8
"crítica","crítica",8
"curso","curso",8
"daria","daria",8
"decreto","decreto",8
"dedos","dedos",8
"derrubar","derrubar",8
"diga","diga",8
"dilmãe","dilmãe",8
"diretamente","diretamente",8
"discutir","discutir",8
"eleitores","eleitores",8
"emprego","emprego",8
"engavetador","engavetador",8
"ensino","ensino",8
"escola","escola",8
"estudar","estudar",8
"experiência","experiência",8
"extrema","extrema",8
"faixa","faixa",8
"faço","faço",8
"feitas","feitas",8
"fugir","fugir",8
"gnt","gnt",8
"golpista","golpista",8
"gostando","gostando",8
"gênio","gênio",8
"horário","horário",8
"idade","idade",8
"ideias","ideias",8
"importante","importante",8
"inegável","inegável",8
"interessante","interessante",8
"internacionais","internacionais",8
"internet","internet",8
"kingo","kingo",8
"literalmente","literalmente",8
"mainha","mainha",8
"maioria","maioria",8
"mata","mata",8
"meia","meia",8
"melhores","melhores",8
"miliciano","miliciano",8
"monstro","monstro",8
"muda","muda",8
"mudança","mudança",8
"nasceu","nasceu",8
"negócio","negócio",8
"nervosa","nervosa",8
"nessas","nessas",8
"nesses","nesses",8
"neste","neste",8
"nisso","nisso",8
"obras","obras",8
"odiar","odiar",8
"operação","operação",8
"papito","papito",8
"pariu","pariu",8
"pegando","pegando",8
"perguntado","perguntado",8
"petrobrás","petrobrás",8
"polícia","polícia",8
"ponta","ponta",8
"pontos","pontos",8
"pop","pop",8
"popular","popular",8
"posto","posto",8
"presidenta","presidenta",8
"procurador","procurador",8
"pronta","pronta",8
"prédio","prédio",8
"queremos","queremos",8
"reclamar","reclamar",8
"recuperar","recuperar",8
"resumo","resumo",8
"retórica","retórica",8
"ridículo","ridículo",8
"rouba","rouba",8
"segue","segue",8
"segundos","segundos",8
"silencio","silencio",8
"silvalulanojn","silvalulanojn",8
"sinto","sinto",8
"taoquei","taoquei",8
"televisão","televisão",8
"temer","temer",8
"terminou","terminou",8
"tio","tio",8
"tomando","tomando",8
"usar","usar",8
"vao","vao",8
"vasconcelos","vasconcelos",8
"veja","veja",8
"virar","virar",8
"vitória","vitória",8
"viver","viver",8
"vizinhos","vizinhos",8
"voce","voce",8
"vovô","vovô",8
"véio","véio",8
"vó","vó",8
"youtube","youtube",8
"ótima","ótima",8
"última","última",8
"abel","abel",7
"abrir","abrir",7
"aconteceu","aconteceu",7
"afiado","afiado",7
"aguenta","aguenta",7
"algumas","algumas",7
"apoiando","apoiando",7
"armas","armas",7
"assumir","assumir",7
"ato","ato",7
"através","através",7
"aulas","aulas",7
"autocrítica","autocrítica",7
"avô","avô",7
"bancada","bancada",7
"beijo","beijo",7
"bilhões","bilhões",7
"bizarro","bizarro",7
"cachaceiro","cachaceiro",7
"caminho","caminho",7
"canela","canela",7
"carismático","carismático",7
"caráter","caráter",7
"cheguei","cheguei",7
"choro","choro",7
"cigarro","cigarro",7
"citando","citando",7
"citou","citou",7
"clareza","clareza",7
"cola","cola",7
"coloca","coloca",7
"conhecimento","conhecimento",7
"contar","contar",7
"conto","conto",7
"coragem","coragem",7
"cortar","cortar",7
"crl","crl",7
"cuidado","cuidado",7
"defendeu","defendeu",7
"delícia","delícia",7
"desculpas","desculpas",7
"desgraçado","desgraçado",7
"deste","deste",7
"diploma","diploma",7
"duro","duro",7
"dívida","dívida",7
"dúvidas","dúvidas",7
"econômica","econômica",7
"elogiando","elogiando",7
"empresários","empresários",7
"enfim","enfim",7
"entrevistar","entrevistar",7
"entrevistas","entrevistas",7
"enxurrada","enxurrada",7
"errado","errado",7
"escutando","escutando",7
"espaço","espaço",7
"esqueceu","esqueceu",7
"estudantes","estudantes",7
"excelente","excelente",7
"falas","falas",7
"falei","falei",7
"fará","fará",7
"ferreira","ferreira",7
"filha","filha",7
"fiquei","fiquei",7
"fiquem","fiquem",7
"foder","foder",7
"gasolina","gasolina",7
"gestão","gestão",7
"humano","humano",7
"impossível","impossível",7
"inclusive","inclusive",7
"infelizmente","infelizmente",7
"inflação","inflação",7
"infraestrutura","infraestrutura",7
"internacional","internacional",7
"janones","janones",7
"lados","lados",7
"larga","larga",7
"longo","longo",7
"luta","luta",7
"macetar","macetar",7
"mandatos","mandatos",7
"maravilhosa","maravilhosa",7
"militância","militância",7
"minions","minions",7
"miséria","miséria",7
"muitas","muitas",7
"objetivo","objetivo",7
"oque","oque",7
"pais","pais",7
"palco","palco",7
"papel","papel",7
"parcial","parcial",7
"paulomathias","paulomathias",7
"pede","pede",7
"pediu","pediu",7
"pensa","pensa",7
"perde","perde",7
"perdeu","perdeu",7
"perfeita","perfeita",7
"perfil","perfil",7
"petistas","petistas",7
"pprt","pprt",7
"precisar","precisar",7
"prejuízos","prejuízos",7
"produtor","produtor",7
"professor","professor",7
"proposta","proposta",7
"própria","própria",7
"quantos","quantos",7
"reais","reais",7
"receita","receita",7
"reunida","reunida",7
"risinho","risinho",7
"rolando","rolando",7
"sequer","sequer",7
"sinal","sinal",7
"skin","skin",7
"soltou","soltou",7
"super","super",7
"superior","superior",7
"tentou","tentou",7
"tracklist","tracklist",7
"tratamento","tratamento",7
"traz","traz",7
"tríplice","tríplice",7
"valor","valor",7
"vencer","vencer",7
"virou","virou",7
"vive","vive",7
"voando","voando",7
"vtnc","vtnc",7
"willian","willian",7
"absolutamente","absolutamente",6
"absurda","absurda",6
"aceita","aceita",6
"achou","achou",6
"acontecer","acontecer",6
"acredita","acredita",6
"alegria","alegria",6
"alguem","alguem",6
"alta","alta",6
"alternância","alternância",6
"altura","altura",6
"alô","alô",6
"ama","ama",6
"amei","amei",6
"amiga","amiga",6
"amoooo","amoooo",6
"amores","amores",6
"animal","animal",6
"anitta","anitta",6
"ansiosa","ansiosa",6
"análise","análise",6
"aparentemente","aparentemente",6
"apresentadores","apresentadores",6
"aras","aras",6
"aécio","aécio",6
"bahia","bahia",6
"banner","banner",6
"cachaça","cachaça",6
"cadeira","cadeira",6
"candidatando","candidatando",6
"centralreality","centralreality",6
